[TsDigitalMultiMeterViewer Ver.19.0.0 : Auto save Log-1 [@HID Multimeter] : Date 00:00:00];Geoelectric Helix Radar;Geoelectric Helix Radar
 Elapsed time | Main Value               | Mode  | Date Time
   2:52'57"84 ; DC    ;  66,540 ;     mV ;       ; 01:25:30
   2:52'58"12 ; DC    ;  66,540 ;     mV ;       ; 01:25:30
   2:52'58"41 ; DC    ;  66,540 ;     mV ;       ; 01:25:31
   2:52'58"68 ; DC    ;  66,550 ;     mV ;       ; 01:25:31
   2:52'58"96 ; DC    ;  66,550 ;     mV ;       ; 01:25:31
   2:52'59"26 ; DC    ;  66,520 ;     mV ;       ; 01:25:31
   2:52'59"53 ; DC    ;  66,560 ;     mV ;       ; 01:25:32
   2:52'59"86 ; DC    ;  66,570 ;     mV ;       ; 01:25:32
   2:53'00"17 ; DC    ;  66,540 ;     mV ;       ; 01:25:32
   2:53'00"46 ; DC    ;  66,540 ;     mV ;       ; 01:25:33
   2:53'00"74 ; DC    ;  66,540 ;     mV ;       ; 01:25:33
   2:53'01"01 ; DC    ;  66,540 ;     mV ;       ; 01:25:33
   2:53'01"29 ; DC    ;  66,530 ;     mV ;       ; 01:25:33
   2:53'01"57 ; DC    ;  66,540 ;     mV ;       ; 01:25:34
   2:53'01"87 ; DC    ;  66,530 ;     mV ;       ; 01:25:34
   2:53'02"13 ; DC    ;  66,540 ;     mV ;       ; 01:25:34
   2:53'02"43 ; DC    ;  66,540 ;     mV ;       ; 01:25:35
   2:53'02"77 ; DC    ;  66,530 ;     mV ;       ; 01:25:35
   2:53'03"05 ; DC    ;  66,530 ;     mV ;       ; 01:25:35
   2:53'03"32 ; DC    ;  66,530 ;     mV ;       ; 01:25:35
   2:53'03"58 ; DC    ;  66,530 ;     mV ;       ; 01:25:36
   2:53'03"87 ; DC    ;  66,540 ;     mV ;       ; 01:25:36
   2:53'04"13 ; DC    ;  66,530 ;     mV ;       ; 01:25:36
   2:53'04"42 ; DC    ;  66,540 ;     mV ;       ; 01:25:37
   2:53'04"70 ; DC    ;  66,550 ;     mV ;       ; 01:25:37
   2:53'05"00 ; DC    ;  66,550 ;     mV ;       ; 01:25:37
   2:53'05"28 ; DC    ;  66,540 ;     mV ;       ; 01:25:37
   2:53'05"56 ; DC    ;  66,530 ;     mV ;       ; 01:25:38
   2:53'05"84 ; DC    ;  66,530 ;     mV ;       ; 01:25:38
   2:53'06"10 ; DC    ;  66,540 ;     mV ;       ; 01:25:38
   2:53'06"36 ; DC    ;  66,530 ;     mV ;       ; 01:25:39
   2:53'06"64 ; DC    ;  66,530 ;     mV ;       ; 01:25:39
   2:53'06"92 ; DC    ;  66,520 ;     mV ;       ; 01:25:39
   2:53'07"24 ; DC    ;  66,520 ;     mV ;       ; 01:25:39
   2:53'07"53 ; DC    ;  66,540 ;     mV ;       ; 01:25:40
   2:53'07"81 ; DC    ;  66,530 ;     mV ;       ; 01:25:40
   2:53'08"12 ; DC    ;  66,530 ;     mV ;       ; 01:25:40
   2:53'08"42 ; DC    ;  66,520 ;     mV ;       ; 01:25:41
   2:53'08"70 ; DC    ;  66,520 ;     mV ;       ; 01:25:41
   2:53'08"98 ; DC    ;  66,530 ;     mV ;       ; 01:25:41
   2:53'09"26 ; DC    ;  66,520 ;     mV ;       ; 01:25:41
   2:53'09"52 ; DC    ;  66,520 ;     mV ;       ; 01:25:42
   2:53'09"79 ; DC    ;  66,520 ;     mV ;       ; 01:25:42
   2:53'10"08 ; DC    ;  66,540 ;     mV ;       ; 01:25:42
   2:53'10"34 ; DC    ;  66,540 ;     mV ;       ; 01:25:43
   2:53'10"63 ; DC    ;  66,520 ;     mV ;       ; 01:25:43
   2:53'10"91 ; DC    ;  66,510 ;     mV ;       ; 01:25:43
   2:53'11"19 ; DC    ;  66,500 ;     mV ;       ; 01:25:43
   2:53'11"47 ; DC    ;  66,520 ;     mV ;       ; 01:25:44
   2:53'11"76 ; DC    ;  66,510 ;     mV ;       ; 01:25:44
   2:53'12"05 ; DC    ;  66,510 ;     mV ;       ; 01:25:44
   2:53'12"33 ; DC    ;  66,520 ;     mV ;       ; 01:25:45
   2:53'12"66 ; DC    ;  66,510 ;     mV ;       ; 01:25:45
   2:53'12"94 ; DC    ;  66,520 ;     mV ;       ; 01:25:45
   2:53'13"24 ; DC    ;  66,520 ;     mV ;       ; 01:25:45
   2:53'13"52 ; DC    ;  66,520 ;     mV ;       ; 01:25:46
   2:53'13"80 ; DC    ;  66,510 ;     mV ;       ; 01:25:46
   2:53'14"08 ; DC    ;  66,530 ;     mV ;       ; 01:25:46
   2:53'14"36 ; DC    ;  66,520 ;     mV ;       ; 01:25:47
   2:53'14"64 ; DC    ;  66,520 ;     mV ;       ; 01:25:47
   2:53'14"92 ; DC    ;  66,520 ;     mV ;       ; 01:25:47
   2:53'15"19 ; DC    ;  66,520 ;     mV ;       ; 01:25:47
   2:53'15"49 ; DC    ;  66,520 ;     mV ;       ; 01:25:48
   2:53'15"78 ; DC    ;  66,520 ;     mV ;       ; 01:25:48
   2:53'16"06 ; DC    ;  66,510 ;     mV ;       ; 01:25:48
   2:53'16"34 ; DC    ;  66,490 ;     mV ;       ; 01:25:49
   2:53'16"62 ; DC    ;  66,500 ;     mV ;       ; 01:25:49
   2:53'16"92 ; DC    ;  66,500 ;     mV ;       ; 01:25:49
   2:53'17"21 ; DC    ;  66,520 ;     mV ;       ; 01:25:49
   2:53'17"49 ; DC    ;  66,510 ;     mV ;       ; 01:25:50
   2:53'17"77 ; DC    ;  66,510 ;     mV ;       ; 01:25:50
   2:53'18"05 ; DC    ;  66,530 ;     mV ;       ; 01:25:50
   2:53'18"35 ; DC    ;  66,540 ;     mV ;       ; 01:25:51
   2:53'18"62 ; DC    ;  66,540 ;     mV ;       ; 01:25:51
   2:53'18"91 ; DC    ;  66,530 ;     mV ;       ; 01:25:51
   2:53'19"20 ; DC    ;  66,540 ;     mV ;       ; 01:25:51
   2:53'19"48 ; DC    ;  66,540 ;     mV ;       ; 01:25:52
   2:53'19"74 ; DC    ;  66,560 ;     mV ;       ; 01:25:52
   2:53'20"03 ; DC    ;  66,550 ;     mV ;       ; 01:25:52
   2:53'20"30 ; DC    ;  66,560 ;     mV ;       ; 01:25:52
   2:53'20"60 ; DC    ;  66,560 ;     mV ;       ; 01:25:53
   2:53'20"89 ; DC    ;  66,540 ;     mV ;       ; 01:25:53
   2:53'21"16 ; DC    ;  66,540 ;     mV ;       ; 01:25:53
   2:53'21"45 ; DC    ;  66,540 ;     mV ;       ; 01:25:54
   2:53'21"75 ; DC    ;  66,540 ;     mV ;       ; 01:25:54
   2:53'22"04 ; DC    ;  66,530 ;     mV ;       ; 01:25:54
   2:53'22"32 ; DC    ;  66,530 ;     mV ;       ; 01:25:54
   2:53'22"62 ; DC    ;  66,520 ;     mV ;       ; 01:25:55
   2:53'22"91 ; DC    ;  66,540 ;     mV ;       ; 01:25:55
   2:53'23"20 ; DC    ;  66,530 ;     mV ;       ; 01:25:55
   2:53'23"48 ; DC    ;  66,520 ;     mV ;       ; 01:25:56
   2:53'23"80 ; DC    ;  66,520 ;     mV ;       ; 01:25:56
   2:53'24"07 ; DC    ;  66,530 ;     mV ;       ; 01:25:56
   2:53'24"34 ; DC    ;  66,530 ;     mV ;       ; 01:25:57
   2:53'24"62 ; DC    ;  66,540 ;     mV ;       ; 01:25:57
   2:53'24"90 ; DC    ;  66,540 ;     mV ;       ; 01:25:57
   2:53'25"18 ; DC    ;  66,540 ;     mV ;       ; 01:25:57
   2:53'25"45 ; DC    ;  66,530 ;     mV ;       ; 01:25:58
   2:53'25"75 ; DC    ;  66,550 ;     mV ;       ; 01:25:58
   2:53'26"05 ; DC    ;  66,530 ;     mV ;       ; 01:25:58
   2:53'26"33 ; DC    ;  66,540 ;     mV ;       ; 01:25:58
   2:53'26"65 ; DC    ;  66,520 ;     mV ;       ; 01:25:59
   2:53'26"91 ; DC    ;  66,530 ;     mV ;       ; 01:25:59
   2:53'27"19 ; DC    ;  66,540 ;     mV ;       ; 01:25:59
   2:53'27"50 ; DC    ;  66,540 ;     mV ;       ; 01:26:00
   2:53'27"77 ; DC    ;  66,530 ;     mV ;       ; 01:26:00
   2:53'28"05 ; DC    ;  66,530 ;     mV ;       ; 01:26:00
   2:53'28"35 ; DC    ;  66,540 ;     mV ;       ; 01:26:01
   2:53'28"66 ; DC    ;  66,540 ;     mV ;       ; 01:26:01
   2:53'28"94 ; DC    ;  66,540 ;     mV ;       ; 01:26:01
   2:53'29"24 ; DC    ;  66,540 ;     mV ;       ; 01:26:01
   2:53'29"58 ; DC    ;  66,520 ;     mV ;       ; 01:26:02
   2:53'29"91 ; DC    ;  66,530 ;     mV ;       ; 01:26:02
   2:53'30"27 ; DC    ;  66,530 ;     mV ;       ; 01:26:02
   2:53'30"55 ; DC    ;  66,550 ;     mV ;       ; 01:26:03
   2:53'30"85 ; DC    ;  66,550 ;     mV ;       ; 01:26:03
   2:53'31"16 ; DC    ;  66,550 ;     mV ;       ; 01:26:03
   2:53'31"46 ; DC    ;  66,560 ;     mV ;       ; 01:26:04
   2:53'31"74 ; DC    ;  66,560 ;     mV ;       ; 01:26:04
   2:53'32"02 ; DC    ;  66,570 ;     mV ;       ; 01:26:04
   2:53'32"32 ; DC    ;  66,570 ;     mV ;       ; 01:26:04
   2:53'32"58 ; DC    ;  66,560 ;     mV ;       ; 01:26:05
   2:53'32"85 ; DC    ;  66,560 ;     mV ;       ; 01:26:05
   2:53'33"13 ; DC    ;  66,560 ;     mV ;       ; 01:26:05
   2:53'33"42 ; DC    ;  66,560 ;     mV ;       ; 01:26:06
   2:53'33"73 ; DC    ;  66,560 ;     mV ;       ; 01:26:06
   2:53'34"01 ; DC    ;  66,570 ;     mV ;       ; 01:26:06
   2:53'34"31 ; DC    ;  66,530 ;     mV ;       ; 01:26:06
   2:53'34"58 ; DC    ;  66,550 ;     mV ;       ; 01:26:07
   2:53'34"86 ; DC    ;  66,560 ;     mV ;       ; 01:26:07
   2:53'35"14 ; DC    ;  66,540 ;     mV ;       ; 01:26:07
   2:53'35"42 ; DC    ;  66,550 ;     mV ;       ; 01:26:08
   2:53'35"68 ; DC    ;  66,550 ;     mV ;       ; 01:26:08
   2:53'35"94 ; DC    ;  66,540 ;     mV ;       ; 01:26:08
   2:53'36"22 ; DC    ;  66,540 ;     mV ;       ; 01:26:08
   2:53'36"51 ; DC    ;  66,570 ;     mV ;       ; 01:26:09
   2:53'36"81 ; DC    ;  66,570 ;     mV ;       ; 01:26:09
   2:53'37"08 ; DC    ;  66,550 ;     mV ;       ; 01:26:09
   2:53'37"38 ; DC    ;  66,550 ;     mV ;       ; 01:26:10
   2:53'37"66 ; DC    ;  66,540 ;     mV ;       ; 01:26:10
   2:53'37"96 ; DC    ;  66,540 ;     mV ;       ; 01:26:10
   2:53'38"24 ; DC    ;  66,540 ;     mV ;       ; 01:26:10
   2:53'38"52 ; DC    ;  66,550 ;     mV ;       ; 01:26:11
   2:53'38"81 ; DC    ;  66,560 ;     mV ;       ; 01:26:11
   2:53'39"09 ; DC    ;  66,550 ;     mV ;       ; 01:26:11
   2:53'39"41 ; DC    ;  66,540 ;     mV ;       ; 01:26:12
   2:53'39"71 ; DC    ;  66,550 ;     mV ;       ; 01:26:12
   2:53'39"97 ; DC    ;  66,570 ;     mV ;       ; 01:26:12
   2:53'40"25 ; DC    ;  66,560 ;     mV ;       ; 01:26:12
   2:53'40"56 ; DC    ;  66,550 ;     mV ;       ; 01:26:13
   2:53'40"90 ; DC    ;  66,560 ;     mV ;       ; 01:26:13
   2:53'41"19 ; DC    ;  66,560 ;     mV ;       ; 01:26:13
   2:53'41"48 ; DC    ;  66,560 ;     mV ;       ; 01:26:14
   2:53'41"76 ; DC    ;  66,550 ;     mV ;       ; 01:26:14
   2:53'42"07 ; DC    ;  66,560 ;     mV ;       ; 01:26:14
   2:53'42"35 ; DC    ;  66,560 ;     mV ;       ; 01:26:15
   2:53'42"63 ; DC    ;  66,570 ;     mV ;       ; 01:26:15
   2:53'42"91 ; DC    ;  66,560 ;     mV ;       ; 01:26:15
   2:53'43"19 ; DC    ;  66,560 ;     mV ;       ; 01:26:15
   2:53'43"47 ; DC    ;  66,550 ;     mV ;       ; 01:26:16
   2:53'43"74 ; DC    ;  66,530 ;     mV ;       ; 01:26:16
   2:53'44"03 ; DC    ;  66,530 ;     mV ;       ; 01:26:16
   2:53'44"31 ; DC    ;  66,540 ;     mV ;       ; 01:26:16
   2:53'44"60 ; DC    ;  66,540 ;     mV ;       ; 01:26:17
   2:53'44"88 ; DC    ;  66,520 ;     mV ;       ; 01:26:17
   2:53'45"16 ; DC    ;  66,540 ;     mV ;       ; 01:26:17
   2:53'45"43 ; DC    ;  66,530 ;     mV ;       ; 01:26:18
   2:53'45"71 ; DC    ;  66,530 ;     mV ;       ; 01:26:18
   2:53'45"98 ; DC    ;  66,510 ;     mV ;       ; 01:26:18
   2:53'46"26 ; DC    ;  66,520 ;     mV ;       ; 01:26:18
   2:53'46"55 ; DC    ;  66,510 ;     mV ;       ; 01:26:19
   2:53'46"83 ; DC    ;  66,500 ;     mV ;       ; 01:26:19
   2:53'47"15 ; DC    ;  66,510 ;     mV ;       ; 01:26:19
   2:53'47"44 ; DC    ;  66,520 ;     mV ;       ; 01:26:20
   2:53'47"74 ; DC    ;  66,500 ;     mV ;       ; 01:26:20
   2:53'48"01 ; DC    ;  66,510 ;     mV ;       ; 01:26:20
   2:53'48"33 ; DC    ;  66,520 ;     mV ;       ; 01:26:21
   2:53'48"64 ; DC    ;  66,510 ;     mV ;       ; 01:26:21
   2:53'48"91 ; DC    ;  66,510 ;     mV ;       ; 01:26:21
   2:53'49"24 ; DC    ;  66,500 ;     mV ;       ; 01:26:21
   2:53'49"61 ; DC    ;  66,510 ;     mV ;       ; 01:26:22
   2:53'49"90 ; DC    ;  66,520 ;     mV ;       ; 01:26:22
   2:53'50"25 ; DC    ;  66,510 ;     mV ;       ; 01:26:22
   2:53'50"53 ; DC    ;  66,510 ;     mV ;       ; 01:26:23
   2:53'50"85 ; DC    ;  66,520 ;     mV ;       ; 01:26:23
   2:53'51"16 ; DC    ;  66,520 ;     mV ;       ; 01:26:23
   2:53'51"47 ; DC    ;  66,510 ;     mV ;       ; 01:26:24
   2:53'51"75 ; DC    ;  66,510 ;     mV ;       ; 01:26:24
   2:53'52"05 ; DC    ;  66,510 ;     mV ;       ; 01:26:24
   2:53'52"38 ; DC    ;  66,500 ;     mV ;       ; 01:26:25
   2:53'52"67 ; DC    ;  66,520 ;     mV ;       ; 01:26:25
   2:53'52"95 ; DC    ;  66,520 ;     mV ;       ; 01:26:25
   2:53'53"23 ; DC    ;  66,520 ;     mV ;       ; 01:26:25
   2:53'53"49 ; DC    ;  66,520 ;     mV ;       ; 01:26:26
   2:53'53"77 ; DC    ;  66,520 ;     mV ;       ; 01:26:26
   2:53'54"04 ; DC    ;  66,520 ;     mV ;       ; 01:26:26
   2:53'54"32 ; DC    ;  66,510 ;     mV ;       ; 01:26:26
   2:53'54"58 ; DC    ;  66,520 ;     mV ;       ; 01:26:27
   2:53'54"87 ; DC    ;  66,520 ;     mV ;       ; 01:26:27
   2:53'55"15 ; DC    ;  66,520 ;     mV ;       ; 01:26:27
   2:53'55"43 ; DC    ;  66,510 ;     mV ;       ; 01:26:28
   2:53'55"70 ; DC    ;  66,510 ;     mV ;       ; 01:26:28
   2:53'55"98 ; DC    ;  66,500 ;     mV ;       ; 01:26:28
   2:53'56"24 ; DC    ;  66,500 ;     mV ;       ; 01:26:28
   2:53'56"52 ; DC    ;  66,490 ;     mV ;       ; 01:26:29
   2:53'56"80 ; DC    ;  66,500 ;     mV ;       ; 01:26:29
   2:53'57"07 ; DC    ;  66,500 ;     mV ;       ; 01:26:29
   2:53'57"35 ; DC    ;  66,500 ;     mV ;       ; 01:26:30
   2:53'57"62 ; DC    ;  66,510 ;     mV ;       ; 01:26:30
   2:53'57"92 ; DC    ;  66,490 ;     mV ;       ; 01:26:30
   2:53'58"19 ; DC    ;  66,490 ;     mV ;       ; 01:26:30
   2:53'58"48 ; DC    ;  66,510 ;     mV ;       ; 01:26:31
   2:53'58"76 ; DC    ;  66,490 ;     mV ;       ; 01:26:31
   2:53'59"04 ; DC    ;  66,490 ;     mV ;       ; 01:26:31
   2:53'59"31 ; DC    ;  66,500 ;     mV ;       ; 01:26:31
   2:53'59"65 ; DC    ;  66,480 ;     mV ;       ; 01:26:32
   2:53'59"94 ; DC    ;  66,490 ;     mV ;       ; 01:26:32
   2:54'00"22 ; DC    ;  66,480 ;     mV ;       ; 01:26:32
   2:54'00"52 ; DC    ;  66,500 ;     mV ;       ; 01:26:33
   2:54'00"79 ; DC    ;  66,480 ;     mV ;       ; 01:26:33
   2:54'01"10 ; DC    ;  66,480 ;     mV ;       ; 01:26:33
   2:54'01"44 ; DC    ;  66,480 ;     mV ;       ; 01:26:34
   2:54'01"73 ; DC    ;  66,480 ;     mV ;       ; 01:26:34
   2:54'02"02 ; DC    ;  66,480 ;     mV ;       ; 01:26:34
   2:54'02"29 ; DC    ;  66,480 ;     mV ;       ; 01:26:34
   2:54'02"60 ; DC    ;  66,480 ;     mV ;       ; 01:26:35
   2:54'02"86 ; DC    ;  66,480 ;     mV ;       ; 01:26:35
   2:54'03"15 ; DC    ;  66,490 ;     mV ;       ; 01:26:35
   2:54'03"44 ; DC    ;  66,490 ;     mV ;       ; 01:26:36
   2:54'03"72 ; DC    ;  66,480 ;     mV ;       ; 01:26:36
   2:54'04"00 ; DC    ;  66,480 ;     mV ;       ; 01:26:36
   2:54'04"28 ; DC    ;  66,480 ;     mV ;       ; 01:26:36
   2:54'04"56 ; DC    ;  66,490 ;     mV ;       ; 01:26:37
   2:54'04"83 ; DC    ;  66,490 ;     mV ;       ; 01:26:37
   2:54'05"12 ; DC    ;  66,490 ;     mV ;       ; 01:26:37
   2:54'05"40 ; DC    ;  66,480 ;     mV ;       ; 01:26:38
   2:54'05"70 ; DC    ;  66,480 ;     mV ;       ; 01:26:38
   2:54'06"03 ; DC    ;  66,490 ;     mV ;       ; 01:26:38
   2:54'06"35 ; DC    ;  66,510 ;     mV ;       ; 01:26:39
   2:54'06"65 ; DC    ;  66,480 ;     mV ;       ; 01:26:39
   2:54'06"93 ; DC    ;  66,480 ;     mV ;       ; 01:26:39
   2:54'07"24 ; DC    ;  66,490 ;     mV ;       ; 01:26:39
   2:54'07"54 ; DC    ;  66,500 ;     mV ;       ; 01:26:40
   2:54'07"83 ; DC    ;  66,510 ;     mV ;       ; 01:26:40
   2:54'08"11 ; DC    ;  66,510 ;     mV ;       ; 01:26:40
   2:54'08"39 ; DC    ;  66,500 ;     mV ;       ; 01:26:41
   2:54'08"70 ; DC    ;  66,520 ;     mV ;       ; 01:26:41
   2:54'08"98 ; DC    ;  66,530 ;     mV ;       ; 01:26:41
   2:54'09"28 ; DC    ;  66,520 ;     mV ;       ; 01:26:41
   2:54'09"57 ; DC    ;  66,520 ;     mV ;       ; 01:26:42
   2:54'09"85 ; DC    ;  66,530 ;     mV ;       ; 01:26:42
   2:54'10"11 ; DC    ;  66,530 ;     mV ;       ; 01:26:42
   2:54'10"43 ; DC    ;  66,510 ;     mV ;       ; 01:26:43
   2:54'10"73 ; DC    ;  66,510 ;     mV ;       ; 01:26:43
   2:54'11"01 ; DC    ;  66,500 ;     mV ;       ; 01:26:43
   2:54'11"31 ; DC    ;  66,510 ;     mV ;       ; 01:26:43
   2:54'11"62 ; DC    ;  66,500 ;     mV ;       ; 01:26:44
   2:54'11"92 ; DC    ;  66,500 ;     mV ;       ; 01:26:44
   2:54'12"25 ; DC    ;  66,510 ;     mV ;       ; 01:26:44
   2:54'12"53 ; DC    ;  66,510 ;     mV ;       ; 01:26:45
   2:54'12"82 ; DC    ;  66,510 ;     mV ;       ; 01:26:45
   2:54'13"10 ; DC    ;  66,510 ;     mV ;       ; 01:26:45
   2:54'13"42 ; DC    ;  66,520 ;     mV ;       ; 01:26:46
   2:54'13"71 ; DC    ;  66,520 ;     mV ;       ; 01:26:46
   2:54'14"01 ; DC    ;  66,500 ;     mV ;       ; 01:26:46
   2:54'14"29 ; DC    ;  66,510 ;     mV ;       ; 01:26:46
   2:54'14"59 ; DC    ;  66,510 ;     mV ;       ; 01:26:47
   2:54'14"95 ; DC    ;  66,490 ;     mV ;       ; 01:26:47
   2:54'15"26 ; DC    ;  66,520 ;     mV ;       ; 01:26:47
   2:54'15"55 ; DC    ;  66,520 ;     mV ;       ; 01:26:48
   2:54'15"85 ; DC    ;  66,490 ;     mV ;       ; 01:26:48
   2:54'16"14 ; DC    ;  66,500 ;     mV ;       ; 01:26:48
   2:54'16"43 ; DC    ;  66,500 ;     mV ;       ; 01:26:49
   2:54'16"73 ; DC    ;  66,500 ;     mV ;       ; 01:26:49
   2:54'17"02 ; DC    ;  66,490 ;     mV ;       ; 01:26:49
   2:54'17"31 ; DC    ;  66,500 ;     mV ;       ; 01:26:49
   2:54'17"59 ; DC    ;  66,500 ;     mV ;       ; 01:26:50
   2:54'17"89 ; DC    ;  66,490 ;     mV ;       ; 01:26:50
   2:54'18"19 ; DC    ;  66,490 ;     mV ;       ; 01:26:50
   2:54'18"53 ; DC    ;  66,490 ;     mV ;       ; 01:26:51
   2:54'18"81 ; DC    ;  66,490 ;     mV ;       ; 01:26:51
   2:54'19"11 ; DC    ;  66,490 ;     mV ;       ; 01:26:51
   2:54'19"41 ; DC    ;  66,490 ;     mV ;       ; 01:26:52
   2:54'19"72 ; DC    ;  66,490 ;     mV ;       ; 01:26:52
   2:54'20"03 ; DC    ;  66,470 ;     mV ;       ; 01:26:52
   2:54'20"32 ; DC    ;  66,480 ;     mV ;       ; 01:26:52
   2:54'20"66 ; DC    ;  66,490 ;     mV ;       ; 01:26:53
   2:54'20"96 ; DC    ;  66,490 ;     mV ;       ; 01:26:53
   2:54'21"26 ; DC    ;  66,490 ;     mV ;       ; 01:26:53
   2:54'21"54 ; DC    ;  66,490 ;     mV ;       ; 01:26:54
   2:54'21"83 ; DC    ;  66,490 ;     mV ;       ; 01:26:54
   2:54'22"13 ; DC    ;  66,480 ;     mV ;       ; 01:26:54
   2:54'22"43 ; DC    ;  66,490 ;     mV ;       ; 01:26:55
   2:54'22"71 ; DC    ;  66,490 ;     mV ;       ; 01:26:55
   2:54'22"97 ; DC    ;  66,490 ;     mV ;       ; 01:26:55
   2:54'23"26 ; DC    ;  66,450 ;     mV ;       ; 01:26:55
   2:54'23"55 ; DC    ;  66,450 ;     mV ;       ; 01:26:56
   2:54'23"86 ; DC    ;  66,460 ;     mV ;       ; 01:26:56
   2:54'24"17 ; DC    ;  66,470 ;     mV ;       ; 01:26:56
   2:54'24"49 ; DC    ;  66,500 ;     mV ;       ; 01:26:57
   2:54'24"77 ; DC    ;  66,480 ;     mV ;       ; 01:26:57
   2:54'25"05 ; DC    ;  66,490 ;     mV ;       ; 01:26:57
   2:54'25"35 ; DC    ;  66,490 ;     mV ;       ; 01:26:58
   2:54'25"66 ; DC    ;  66,500 ;     mV ;       ; 01:26:58
   2:54'26"00 ; DC    ;  66,480 ;     mV ;       ; 01:26:58
   2:54'26"33 ; DC    ;  66,480 ;     mV ;       ; 01:26:59
   2:54'26"64 ; DC    ;  66,490 ;     mV ;       ; 01:26:59
   2:54'26"93 ; DC    ;  66,480 ;     mV ;       ; 01:26:59
   2:54'27"23 ; DC    ;  66,480 ;     mV ;       ; 01:26:59
   2:54'27"51 ; DC    ;  66,470 ;     mV ;       ; 01:27:00
   2:54'27"84 ; DC    ;  66,470 ;     mV ;       ; 01:27:00
   2:54'28"13 ; DC    ;  66,440 ;     mV ;       ; 01:27:00
   2:54'28"42 ; DC    ;  66,470 ;     mV ;       ; 01:27:01
   2:54'28"73 ; DC    ;  66,470 ;     mV ;       ; 01:27:01
   2:54'29"06 ; DC    ;  66,470 ;     mV ;       ; 01:27:01
   2:54'29"38 ; DC    ;  66,480 ;     mV ;       ; 01:27:02
   2:54'29"68 ; DC    ;  66,470 ;     mV ;       ; 01:27:02
   2:54'29"98 ; DC    ;  66,480 ;     mV ;       ; 01:27:02
   2:54'30"37 ; DC    ;  66,480 ;     mV ;       ; 01:27:03
   2:54'30"68 ; DC    ;  66,490 ;     mV ;       ; 01:27:03
   2:54'30"99 ; DC    ;  66,480 ;     mV ;       ; 01:27:03
   2:54'31"31 ; DC    ;  66,470 ;     mV ;       ; 01:27:03
   2:54'31"61 ; DC    ;  66,470 ;     mV ;       ; 01:27:04
   2:54'31"91 ; DC    ;  66,480 ;     mV ;       ; 01:27:04
   2:54'32"21 ; DC    ;  66,490 ;     mV ;       ; 01:27:04
   2:54'32"53 ; DC    ;  66,480 ;     mV ;       ; 01:27:05
   2:54'32"82 ; DC    ;  66,470 ;     mV ;       ; 01:27:05
   2:54'33"08 ; DC    ;  66,480 ;     mV ;       ; 01:27:05
   2:54'33"38 ; DC    ;  66,480 ;     mV ;       ; 01:27:06
   2:54'33"67 ; DC    ;  66,490 ;     mV ;       ; 01:27:06
   2:54'33"97 ; DC    ;  66,480 ;     mV ;       ; 01:27:06
   2:54'34"25 ; DC    ;  66,490 ;     mV ;       ; 01:27:06
   2:54'34"54 ; DC    ;  66,500 ;     mV ;       ; 01:27:07
   2:54'34"82 ; DC    ;  66,500 ;     mV ;       ; 01:27:07
   2:54'35"08 ; DC    ;  66,490 ;     mV ;       ; 01:27:07
   2:54'35"35 ; DC    ;  66,500 ;     mV ;       ; 01:27:08
   2:54'35"64 ; DC    ;  66,500 ;     mV ;       ; 01:27:08
   2:54'35"92 ; DC    ;  66,480 ;     mV ;       ; 01:27:08
   2:54'36"20 ; DC    ;  66,480 ;     mV ;       ; 01:27:08
   2:54'36"48 ; DC    ;  66,470 ;     mV ;       ; 01:27:09
   2:54'36"74 ; DC    ;  66,470 ;     mV ;       ; 01:27:09
   2:54'37"05 ; DC    ;  66,510 ;     mV ;       ; 01:27:09
   2:54'37"33 ; DC    ;  66,490 ;     mV ;       ; 01:27:09
   2:54'37"63 ; DC    ;  66,480 ;     mV ;       ; 01:27:10
   2:54'37"94 ; DC    ;  66,470 ;     mV ;       ; 01:27:10
   2:54'38"23 ; DC    ;  66,480 ;     mV ;       ; 01:27:10
   2:54'38"51 ; DC    ;  66,490 ;     mV ;       ; 01:27:11
   2:54'38"79 ; DC    ;  66,490 ;     mV ;       ; 01:27:11
   2:54'39"07 ; DC    ;  66,480 ;     mV ;       ; 01:27:11
   2:54'39"38 ; DC    ;  66,480 ;     mV ;       ; 01:27:12
   2:54'39"66 ; DC    ;  66,490 ;     mV ;       ; 01:27:12
   2:54'39"93 ; DC    ;  66,490 ;     mV ;       ; 01:27:12
   2:54'40"20 ; DC    ;  66,480 ;     mV ;       ; 01:27:12
   2:54'40"48 ; DC    ;  66,490 ;     mV ;       ; 01:27:13
   2:54'40"77 ; DC    ;  66,500 ;     mV ;       ; 01:27:13
   2:54'41"05 ; DC    ;  66,490 ;     mV ;       ; 01:27:13
   2:54'41"35 ; DC    ;  66,480 ;     mV ;       ; 01:27:14
   2:54'41"62 ; DC    ;  66,490 ;     mV ;       ; 01:27:14
   2:54'41"90 ; DC    ;  66,480 ;     mV ;       ; 01:27:14
   2:54'42"18 ; DC    ;  66,480 ;     mV ;       ; 01:27:14
   2:54'42"46 ; DC    ;  66,490 ;     mV ;       ; 01:27:15
   2:54'42"75 ; DC    ;  66,500 ;     mV ;       ; 01:27:15
   2:54'43"02 ; DC    ;  66,510 ;     mV ;       ; 01:27:15
   2:54'43"29 ; DC    ;  66,500 ;     mV ;       ; 01:27:15
   2:54'43"59 ; DC    ;  66,480 ;     mV ;       ; 01:27:16
